timestamp,device,rle_smoothed,rle_raw,E_th,E_pw,temp_c,power_w,util_pct,a_load,t_sustain_s,rolling_peak,collapse,alerts,cpu_freq_mhz,cpu_cores_active,cpu_temp_max,gpu_memory_used_gb,gpu_memory_total_gb,gpu_fan_pct,gpu_clock_mhz,memory_used_gb,memory_total_gb,memory_util_pct,disk_used_gb,disk_total_gb,disk_util_pct,network_sent_mb,network_recv_mb,cpu_temp_hwinfo,cpu_fan_rpm,cpu_voltage,motherboard_temp,psu_voltage_12v,psu_voltage_5v,psu_voltage_3v,gpu_temp_hwinfo,gpu_memory_temp,gpu_fan_rpm,gpu_voltage,case_fan_rpm,workload_state
2025-10-29T01:05:50.649019,gpu,0.1454202834633041,0.13050538259527292,0.3728725217007798,0.35000000000000003,52,23.537,28,0.8,600.0,0.16280546478760297,0,,,,,2.8059349060058594,8.0,0,435,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:51.672588,cpu,0.30053036605657235,0.29248128119800326,0.37437603993344426,0.78125,50.0,125.0,62.5,0.8,600.0,0.3264568427620632,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:51.672588,gpu,0.14262373955054825,0.12584447607401317,0.3728725217007798,0.3375,52,23.02,27,0.8,600.0,0.16280546478760297,0,,,,,2.8059349060058594,8.0,0,435,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:52.660625,cpu,0.2920133111480865,0.28452579034941755,0.37437603993344426,0.7599999999999999,50.0,125.0,60.8,0.8,600.0,0.3003029326123128,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:52.660625,gpu,0.13889501433354046,0.12584447607401317,0.3728725217007798,0.3375,52,24.186,27,0.8,600.0,0.16280546478760297,0,,,,,2.8059349060058594,8.0,0,510,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:53.641210,cpu,0.2907029950083194,0.2878015806988352,0.37437603993344426,0.7687499999999999,50.0,125.0,61.5,0.8,600.0,0.3003029326123128,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:53.641210,gpu,0.13143756389952485,0.12584447607401317,0.3728725217007798,0.3375,52,23.193,27,0.8,600.0,0.14885071066295127,0,,,,,2.8114891052246094,8.0,0,510,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:54.678290,cpu,0.28667845257903485,0.2807820299500831,0.37437603993344426,0.7499999999999999,50.0,125.0,60.0,0.8,600.0,0.2918963186356073,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:54.678290,gpu,0.12864101998676902,0.13516628911653264,0.3728725217007798,0.36249999999999993,52,23.427,29,0.8,600.0,0.13489595653829958,0,,,,,2.8059349060058594,8.0,0,540,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:55.635561,cpu,0.29351081530782025,0.321963394342762,0.37437603993344426,0.8599999999999999,50.0,125.0,68.8,0.8,600.0,0.3213194675540765,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:55.635561,gpu,0.12864101998676902,0.13050538259527292,0.3728725217007798,0.35000000000000003,52,23.273,28,0.8,600.0,0.13489595653829958,0,,,,,2.8059349060058594,8.0,0,540,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:56.682263,cpu,0.29182612312811973,0.2840578202995008,0.37437603993344426,0.7587499999999999,50.0,125.0,60.7,0.8,600.0,0.3213194675540765,0,,2496.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:56.682263,gpu,0.12864101998676902,0.12584447607401317,0.3728725217007798,0.3375,52,24.266,27,0.8,600.0,0.13489595653829958,0,,,,,2.8059349060058594,8.0,0,615,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:57.646951,cpu,0.2931364392678868,0.2910773710482529,0.37437603993344426,0.7775,50.0,125.0,62.2,0.8,600.0,0.3213194675540765,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:57.646951,gpu,0.12864101998676902,0.12584447607401317,0.3728725217007798,0.3375,52,23.034,27,0.8,600.0,0.13489595653829958,0,,,,,2.8059349060058594,8.0,0,615,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:58.650797,cpu,0.2974417637271214,0.30932820299500824,0.37437603993344426,0.8262499999999998,50.0,125.0,66.1,0.8,600.0,0.3213194675540765,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
